,,クモハ100,,クモハ101,,モハ100,,モハ101,,,
,,クハ100,,クハ101,,サハ100,,サハ101,,,
所属,,車番,新製年月日,製造所,配置区,,転属年月日,新区,廃車年月日,,
,,,改造年月日,改造所,配置区,改造前車番,,,改造年月日,改造後車番,
クモハ100,,,,,,,,,,,
国,○,サハ100-21,1959.06.01,（改番）,三鷹,サハ98042,1960.11.18,中野,1982.06.21,,
,,,,,,,1966.04.28,武蔵小金井,,,
国,○,サハ100-22,1959.06.01,（改番）,三鷹,サハ98044,1966.12.12,豊田,1983.02.21,,
,,,,,,,1980.07.09,武蔵小金井,,,
国,○,サハ100-23,1959.06.01,（改番）,三鷹,サハ98046,1966.12.12,豊田,1972.11.02,サハ100-1002,
国,○,サハ100-24,1959.06.01,（改番）,三鷹,サハ98048,1966.12.12,武蔵小金井,1982.11.29,,
国,○,サハ100-25,1959.06.01,（改番）,三鷹,サハ98050,1970.11.20,浦和,1979.03.09,,
,,,,,,,1977.04.09,豊田,,,
,,,,,,,1977.09.02,中野,,,
国,○,サハ100-26,1959.06.01,（改番）,三鷹,サハ98052,1977.12.19,中原,1982.01.26,,
国,○,サハ100-27,1959.09.25,日本車両,三鷹,,1960.11.17,中野,1983.05.28,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1978.01.12,中原,,,
,,,,,,,1982.09.20,日根野,,,
国,○,サハ100-28,1959.10.20,日本車両,三鷹,,1969.04.08,豊田,1977.03.31,サハ100-1006,
国,○,サハ100-29,1959.09.29,汽車会社,三鷹,,1966.12.12,豊田,1982.07.22,,
,,,,,,,1972.08.06,三鷹,,,
,,,,,,,1972.10.02,武蔵小金井,,,
国,○,サハ100-30,1959.10.27,汽車会社,三鷹,,,,1973.02.09,サハ100-1003,
国,○,サハ100-31,1960.02.12,汽車会社,三鷹,,1966.12.12,豊田,1982.05.25,,
,,,,,,,1972.06.16,武蔵小金井,,,
国,○,サハ100-32,1959.09.15,近畿車両,三鷹,,1966.12.12,豊田,1973.03.03,サハ100-1004,
国,○,サハ100-33,1959.10.06,近畿車両,三鷹,,1966.12.12,豊田,1973.01.26,サハ100-1005,
国,○,サハ100-34,1959.10.05,川崎車両,三鷹,,1978.03.10,中原,1980.09.24,,
国,○,サハ100-35,1959.01.27,川崎車両,三鷹,,1966.12.12,武蔵小金井,1982.02.05,,
国,○,サハ100-36,1960.02.25,川崎車両,三鷹,,1973.05.23,武蔵小金井,1983.06.15,,
国,○,サハ100-37,1960.02.25,川崎車両,三鷹,,,,1977.02.22,サハ100-1007,
国,○,サハ100-38,1960.02.25,川崎車両,三鷹,,1969.04.08,豊田,1983.06.22,,
,,,,,,,1980.05.08,武蔵小金井,,,
国,○,サハ100-39,1960.05.27,汽車会社,武蔵小金井,,,,1984.02.23,,
国,○,サハ100-40,1960.06.22,汽車会社,武蔵小金井,,,,1985.02.28,,
国,○,サハ100-41,1960.09.30,日本車両,淀川,,1961.04.01,森ノ宮,1982.12.14,,
,,,,,,,1973.09.12,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-42,1960.09.30,日本車両,淀川,,1961.04.01,森ノ宮,1982.10.19,,
,,,,,,,1973.07.19,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-43,1960.09.30,日本車両,淀川,,1961.04.01,森ノ宮,1983.08.23,,
,,,,,,,1973.08.01,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-44,1960.09.30,日本車両,三鷹,,1966.12.12,豊田,1983.03.09,,
,,,,,,,1977.01.11,中野,,,
国,○,サハ100-45,1960.09.30,日本車両,三鷹,,1966.12.12,豊田,1982.10.19,,
,,,,,,,1973.09.18,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-46,1960.09.30,日本車両,三鷹,,1978.06.10,中原,1983.03.12,,
,,,,,,,1978.09.26,豊田,,,
,,,,,,,1981.10.21,武蔵小金井,,,
国,○,サハ100-47,1960.10.15,日本車両,三鷹,,1978.05.17,中原,1983.02.28,,
国,○,サハ100-48,1960.10.15,日本車両,三鷹,,1969.04.08,豊田,1982.07.27,,
,,,,,,,1972.09.21,中原,,,
国,○,サハ100-49,1960.10.15,日本車両,三鷹,,1966.12.12,豊田,1982.01.26,,
国,○,サハ100-50,1960.10.31,日本車両,三鷹,,1966.12.12,豊田,1982.01.23,,
国,○,サハ100-51,1960.10.31,日本車両,三鷹,,1966.12.12,豊田,1980.05.30,,
,,,,,,,1979.09.13,淀川,,,
国,○,サハ100-52,1960.10.31,日本車両,三鷹,,1970.11.27,浦和,1982.12.25,,
,,,,,,,1975.12.13,中原,,,
国,○,サハ100-53,1961.02.25,川崎車両,淀川,,1961.04.01,森ノ宮,1983.04.27,,
,,,,,,,1973.09.20,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-54,1961.03.15,川崎車両,淀川,,1961.04.01,森ノ宮,1983.02.21,,
,,,,,,,1973.09.20,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-55,1961.03.06,汽車会社,淀川,,1961.04.01,森ノ宮,1984.06.01,,
,,,,,,,1979.08.21,淀川,,,
国,○,サハ100-56,1961.03.06,汽車会社,淀川,,1961.04.01,森ノ宮,1983.09.07,,
,,,,,,,1976.09.08,淀川,,,
国,○,サハ100-57,1961.03.23,汽車会社,淀川,,1961.04.01,森ノ宮,1984.08.30,,
,,,,,,,1973.09.10,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-58,1961.03.23,汽車会社,淀川,,1961.04.01,森ノ宮,1980.05.30,,
,,,,,,,1979.09.30,淀川,,,
国,○,サハ100-59,1961.03.10,近畿車両,淀川,,1961.04.01,森ノ宮,1984.03.05,,
,,,,,,,1973.09.06,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-60,1981.03.20,近畿車両,淀川,,1961.04.01,森ノ宮,1982.11.15,,
,,,,,,,1973.09.14,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-61,1961.03.30,近畿車両,淀川,,1961.04.01,森ノ宮,1980.05.30,,
,,,,,,,1977.01.18,淀川,,,
国,○,サハ100-62,1961.08.03,日本車両,武蔵小金井,,,,1984.06.20,,
国,○,サハ100-63,1961.08.03,日本車両,武蔵小金井,,,,1984.04.17,,
国,○,サハ100-64,1961.07.20,近畿車両,森ノ宮,,1973.06.09,鳳,1982.11.12,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-65,1961.07.20,近畿車両,森ノ宮,,1976.07.18,淀川,1984.11.30,,
国,○,サハ100-66,1961.08.08,近畿車両,淀川,,,,1983.12.07,,
国,○,サハ100-67,1961.10.18,近畿車両,武蔵小金井,,,,1984.05.24,,
国,○,サハ100-68,1961.10.18,近畿車両,武蔵小金井,,1966.12.12,豊田,1986.05.30,,
,,,,,,,1972.08.05,武蔵小金井,,,
国,○,サハ100-69,1961.10.11,近畿車両,池袋,,1964.09.28,中野,1984.09.10,,
,,,,,,,1982.10.01,日根野,,,
国,○,サハ100-70,1961.10.11,近畿車両,池袋,,1964.09.17,津田沼,1983.01.21,,
,,,,,,,1966.04.28,中野,,,
国,○,サハ100-71,1961.10.24,近畿車両,淀川,,1982.12.29,日根野,1985.01.11,,
国,○,サハ100-72,1961.10.24,近畿車両,淀川,,1973.08.10,鳳,1983.03.24,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-73,1961.10.24,近畿車両,淀川,,,,1985.01.29,,
国,○,サハ100-74,1961.10.24,近畿車両,淀川,,,,1983.02.24,,
国,○,サハ100-75,1961.11.01,近畿車両,森ノ宮,,1976.01.18,鳳,1982.09.30,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-76,1961.11.01,近畿車両,森ノ宮,,1973.06.09,鳳,1982.11.12,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-77,1961.11.01,近畿車両,淀川,,,,1984.11.07,,
国,○,サハ100-78,1961.11.01,近畿車両,淀川,,1973.08.23,鳳,1982.11.18,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-79,1961.11.09,近畿車両,淀川,,1973.08.19,鳳,1983.01.21,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ100-80,1961.11.09,近畿車両,淀川,,,,1983.04.27,,
国,○,サハ100-81,1961.11.09,近畿車両,森ノ宮,,1977.03.15,淀川,1983.04.27,,
国,○,サハ100-82,1961.11.09,近畿車両,森ノ宮,,1976.07.10,淀川,1985.03.16,,
国,○,サハ100-83,1961.12.16,近畿車両,池袋,,1963.11.17,品川,1984.03.23,,
,,,,,,,1964.11.16,中野,,,
国,○,サハ100-84,1961.12.16,近畿車両,池袋,,1963.12.21,品川,1986.01.11,,
,,,,,,,1964.10.27,中野,,,
国,○,サハ100-85,1961.12.16,近畿車両,池袋,,1963.12.21,品川,1984.04.17,,
,,,,,,,1964.10.28,中野,,,
国,○,サハ100-86,1961.12.16,近畿車両,池袋,,1963.11.03,品川,1983.06.15,,
,,,,,,,1964.10.10,津田沼,,,
,,,,,,,1979.12.05,中野,,,
国,○,サハ100-87,1961.12.16,近畿車両,池袋,,1963.11.03,品川,1983.12.15,,
,,,,,,,1964.11.01,津田沼,,,
,,,,,,,1966.04.28,中野,,,
国,○,サハ100-88,1961.12.16,近畿車両,池袋,,1963.11.09,品川,1981.02.28,,
,,,,,,,1964.11.03,津田沼,,,
国,○,サハ100-89,1961.12.21,近畿車両,池袋,,1963.11.23,品川,1981.02.13,,
,,,,,,,1967.03.25,池袋,,,
,,,,,,,1969.03.23,津田沼,,,
国,○,サハ100-90,1962.03.24,日本車両,武蔵小金井,,,,1984.03.30,,
国,○,サハ100-91,1962.03.24,日本車両,武蔵小金井,,,,1984.09.29,,
国,○,サハ100-92,1962.03.24,日本車両,池袋,,1964.01.23,品川,1983.03.02,,
,,,,,,,1967.03.29,池袋,,,
,,,,,,,1969.04.01,中野,,,
国,○,サハ100-93,1962.03.24,日本車両,池袋,,1964.06.18,津田沼,1985.03.23,,
,,,,,,,1972.10.12,中原,,,
,,,,,,,1981.01.29,武蔵小金井,,,
国,○,サハ100-94,1962.03.24,日本車両,池袋,,1964.09.28,武蔵小金井,1986.05.30,,
,,,,,,,1966.12.12,豊田,,,
,,,,,,,1972.08.05,武蔵小金井,,,
国,○,サハ100-95,1962.03.24,日本車両,池袋,,1965.09.30,中野,1984.09.10,,
,,,,,,,1982.10.01,日根野,,,
国,○,サハ100-96,1962.03.24,日本車両,池袋,,1965.09.23,中野,1984.12.15,,
国,○,サハ100-97,1962.03.24,日本車両,池袋,,1965.09.16,中野,1986.01.11,,
国,○,サハ100-98,1962.05.08,日本車両,池袋,,1966.07.31,津田沼,1982.11.18,,
,,,,,,,1986.11.05,中野,,,
国,○,サハ100-99,1962.05.08,日本車両,池袋,,1964.07.28,津田沼,1981.10.29,,
国,○,サハ100-100,1962.11.24,日本車両,品川,,1967.04.02,池袋,1984.06.22,,
,,,,,,,1969.03.16,津田沼,,,
,,,,,,,1979.05.25,淀川,,,
国,○,サハ100-101,1962.11.24,日本車両,品川,,1967.04.22,池袋,1983.09.07,,
,,,,,,,1969.03.23,津田沼,,,
,,,,,,,1979.07.13,淀川,,,
国,○,サハ100-102,1962.11.24,日本車両,品川,,1967.10.31,津田沼,1983.02.18,,
,,,,,,,1970.12.01,浦和,,,
,,,,,,,1975.12.24,中原,,,
国,○,サハ100-103,1963.04.05,日本車両,下十条,,1963.10.01,品川,1984.07.08,,
,,,,,,,1967.12.21,津田沼,,,
,,,,,,,1973.01.20,豊田,,,
,,,,,,,1981.09.23,武蔵小金井,,,
国,○,サハ100-104,1963.04.05,日本車両,下十条,,1963.10.01,品川,1984.02.07,,
,,,,,,,1967.11.08,津田沼,,,
,,,,,,,1979.07.13,淀川,,,
国,東,サハ100-105,1963.04.05,日本車両,下十条,,1963.10.01,品川,1991.09.10,,
,,,,,,,1967.11.26,津田沼,,,
,,,,,,,1972.08.12,豊田,,,
,,,,,,,1980.10.01,中原,,,
国,東,サハ100-106,1963.06.22,日本車両,下十条,,1963.10.01,品川,1990.10.01,,
,,,,,,,1967.11.17,津田沼,,,
,,,,,,,1972.08.12,豊田,,,
,,,,,,,1980.09.18,中原,,,
国,○,サハ100-107,1963.06.22,日本車両,下十条,,1963.10.01,品川,1985.01.19,,
,,,,,,,1967.12.27,津田沼,,,
,,,,,,,1972.09.23,中原,,,
,,,,,,,1980.10.18,武蔵小金井,,,
国,○,サハ100-108,1980.04.23,吹田工場,淀川,サハ100-242,,,1984.01.19,,
国,○,サハ100-109,1980.12.05,吹田工場,淀川,サハ100-243,,,1984.11.30,,
国,○,サハ100-110,1980.06.12,吹田工場,淀川,サハ100-244,,,1984.01.19,,
国,○,サハ100-111,1980.10.13,吹田工場,淀川,サハ100-241,,,1984.06.22,,
国,○,サハ100-201,1960.09.28,近畿車両,三鷹,,1978.06.24,中原,1981.10.16,,
国,○,サハ100-202,1960.09.28,近畿車両,三鷹,,1978.03.10,中原,1981.09.25,,
国,○,サハ100-203,1960.09.28,近畿車両,三鷹,,1978.05.17,中原,1981.10.16,,
国,○,サハ100-204,1960.09.28,近畿車両,三鷹,,1966.12.12,豊田,1980.10.28,,
国,○,サハ100-205,1960.10.18,近畿車両,三鷹,,1966.12.01,豊田,1980.10.28,,
国,○,サハ100-206,1960.10.18,近畿車両,三鷹,,1969.04.08,豊田,1981.11.24,,
,,,,,,,1976.11.13,中野,,,
,,,,,,,1979.11.01,中原,,,
国,○,サハ100-207,1960.10.18,近畿車両,三鷹,,1969.04.08,中野,1981.12.15,,
,,,,,,,1978.12.09,中原,,,
国,○,サハ100-208,1960.10.18,近畿車両,三鷹,,1966.12.12,豊田,1980.06.16,,
国,○,サハ100-209,1960.10.24,近畿車両,三鷹,,1960.11.01,中野,1979.02.28,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ100-210,1960.10.24,近畿車両,三鷹,,1960.11.01,中野,1981.09.30,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ100-211,1960.10.24,近畿車両,三鷹,,1960.11.01,中野,1982.06.21,,
,,,,,,,1966.04.28,武蔵小金井,,,
国,○,サハ100-212,1960.10.24,近畿車両,三鷹,,1960.11.01,中野,1973.01.12,サハ100-1201,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ100-213,1960.11.01,近畿車両,三鷹,,1966.12.12,武蔵小金井,1977.01.11,サハ100-1207,
国,○,サハ100-214,1960.11.01,近畿車両,三鷹,,1966.12.12,豊田,1983.03.12,,
,,,,,,,1980.05.08,武蔵小金井,,,
国,○,サハ100-215,1960.11.01,近畿車両,三鷹,,1969.04.08,豊田,1972.12.27,サハ100-1202,
国,○,サハ100-216,1960.11.01,近畿車両,三鷹,,1970.11.20,浦和,1983.06.22,,
,,,,,,,1977.04.09,豊田,,,
,,,,,,,1977.10.25,武蔵小金井,,,
国,○,サハ100-217,1961.09.29,川崎車両,武蔵小金井,,1961.10.19,三鷹,1985.03.16,,
,,,,,,,1978.04.19,中原,,,
,,,,,,,1982.08.14,日根野,,,
国,○,サハ100-218,1961.09.29,川崎車両,武蔵小金井,,1961.10.22,三鷹,1972.11.17,サハ100-1203,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ100-219,1961.10.12,汽車会社,武蔵小金井,,1982.09.20,日根野,1983.12.07,,
国,○,サハ100-220,1961.10.12,汽車会社,武蔵小金井,,,,1983.02.21,,
国,○,サハ100-221,1961.10.20,川崎車両,武蔵小金井,,,,1983.06.22,,
国,○,サハ100-222,1961.10.20,川崎車両,武蔵小金井,,,,1983.09.05,,
国,○,サハ100-223,1961.10.20,川崎車両,武蔵小金井,,,,1973.01.09,サハ100-1204,
国,○,サハ100-224,1961.10.20,川崎車両,武蔵小金井,,,,1984.07.08,,
国,○,サハ100-225,1961.10.26,川崎車両,武蔵小金井,,,,1984.06.20,,
国,○,サハ100-226,1961.10.26,川崎車両,武蔵小金井,,1966.12.12,豊田,1981.09.30,,
国,○,サハ100-227,1961.10.26,川崎車両,武蔵小金井,,,,1986.05.30,,
国,○,サハ100-228,1961.10.26,川崎車両,武蔵小金井,,,,1983.11.17,,
国,○,サハ100-229,1961.12.14,川崎車両,池袋,,1978.02.16,中原,1983.03.09,,
国,○,サハ100-230,1961.12.14,川崎車両,池袋,,1965.04.19,津田沼,1982.06.14,,
,,,,,,,1973.05.21,豊田,,,
国,○,サハ100-231,1961.12.15,汽車会社,池袋,,1969.03.16,津田沼,1982.03.06,,
,,,,,,,1970.12.01,浦和,,,
,,,,,,,1978.06.16,中原,,,
,,,,,,,1978.11.01,中野,,,
国,○,サハ100-232,1961.12.15,汽車会社,池袋,,1978.02.02,中原,1983.11.17,,
国,○,サハ100-233,1961.12.23,汽車会社,池袋,,1965.04.24,津田沼,1981.02.13,,
国,○,サハ100-234,1961.12.23,汽車会社,池袋,,1965.09.29,中野,1972.12.04,サハ100-1205,
国,○,サハ100-235,1962.03.07,近畿車両,武蔵小金井,,1966.12.12,豊田,1973.02.22,サハ100-1206,
国,○,サハ100-236,1962.03.16,近畿車両,池袋,,1965.09.16,中野,1984.12.15,,
国,○,サハ100-237,1962.03.30,近畿車両,池袋,,1966.07.31,津田沼,1982.01.14,,
国,○,サハ100-238,1962.03.30,近畿車両,池袋,,1964.10.01,津田沼,1981.12.11,,
国,○,サハ100-239,1962.04.10,日本車両,池袋,,1964.11.01,中野,1983.03.09,,
国,○,サハ100-240,1962.04.10,日本車両,池袋,,1965.05.13,津田沼,1982.03.01,,
国,○,サハ100-241,1962.12.17,近畿車両,品川,,1964.09.02,津田沼,1980.10.13,サハ100-111,
,,,,,,,1979.07.13,淀川,,,
国,○,サハ100-242,1962.12.17,近畿車両,品川,,1964.11.01,津田沼,1980.04.23,サハ100-108,
,,,,,,,1979.08.25,淀川,,,
国,○,サハ100-243,1962.12.17,近畿車両,品川,,1964.10.29,津田沼,1980.12.05,サハ100-109,
,,,,,,,1979.08.25,淀川,,,
国,○,サハ100-244,1962.12.17,近畿車両,品川,,1964.11.08,津田沼,1980.06.12,サハ100-110,
,,,,,,,1979.08.25,淀川,,,
国,○,サハ100-1001,1973.03.28,大井工場,豊田,サハ100-6,,,1987.03.30,,
国,○,サハ100-1002,1972.11.02,大井工場,豊田,サハ100-23,,,1986.07.18,,
国,○,サハ100-1003,1973.02.09,大井工場,三鷹,サハ100-30,1973.02.13,豊田,1985.07.12,,
国,○,サハ100-1004,1973.03.03,大井工場,豊田,サハ100-32,,,1986.02.07,,
国,○,サハ100-1005,1973.01.26,大井工場,豊田,サハ100-33,,,1985.05.10,,
国,○,サハ100-1006,1977.03.31,大井工場,豊田,サハ100-28,,,1987.01.17,,
国,○,サハ100-1007,1977.02.22,大井工場,三鷹,サハ100-37,,,1985.08.01,,
国,○,サハ100-1201,1973.01.12,大井工場,豊田,サハ100-212,,,1986.04.30,,
国,○,サハ100-1202,1972.12.27,大井工場,豊田,サハ100-215,,,1986.06.12,,
国,○,サハ100-1203,1972.11.17,大井工場,豊田,サハ100-218,,,1985.05.10,,
国,○,サハ100-1204,1973.01.09,大井工場,武蔵小金井,サハ100-223,1973.01.24,豊田,1985.05.10,,
国,○,サハ100-1205,1972.12.04,大井工場,豊田,サハ100-234,,,1986.09.18,,
国,○,サハ100-1206,1973.02.22,大井工場,豊田,サハ100-235,,,1985.06.20,,
国,○,サハ100-1207,1977.01.11,大井工場,武蔵小金井,サハ100-213,1978.09.22,豊田,1986.12.15,,
サハ101,,,,,,,,,,,
国,○,サハ101-1,1959.06.01,（改番）,三鷹,サハ98001,1959.11.09,武蔵小金井,1981.08.29,,
国,○,サハ101-2,1959.06.01,（改番）,三鷹,サハ98003,1959.11.09,武蔵小金井,1981.02.28,,
,,,,,,,1971.03.26,浦和,,,
,,,,,,,1976.03.13,武蔵小金井,,,
,,,,,,,1976.10.19,中野,,,
国,○,サハ101-3,1959.06.01,（改番）,三鷹,サハ98005,1959.11.09,武蔵小金井,1985.02.26,,
,,,,,,,1982.08.09,日根野,,,
国,○,サハ101-4,1959.06.01,（改番）,三鷹,サハ98007,1959.11.09,武蔵小金井,1981.12.01,,
国,○,サハ101-5,1959.06.01,（改番）,三鷹,サハ98009,1959.11.09,武蔵小金井,1981.01.21,,
国,○,サハ101-6,1959.06.01,（改番）,三鷹,サハ98011,1959.11.09,武蔵小金井,1973.03.23,サハ101-1001,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ101-7,1959.06.01,（改番）,三鷹,サハ98013,1959.11.09,武蔵小金井,1981.11.24,,
,,,,,,,1970.11.25,浦和,,,
,,,,,,,1978.06.16,中原,,,
国,○,サハ101-8,1959.06.01,（改番）,三鷹,サハ98015,1959.11.09,武蔵小金井,1979.04.14,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ101-9,1959.06.01,（改番）,三鷹,サハ98017,1959.11.09,武蔵小金井,1980.11.18,,
国,○,サハ101-10,1959.06.01,（改番）,三鷹,サハ98019,1959.11.09,武蔵小金井,1983.07.21,,
国,○,サハ101-11,1959.06.01,（改番）,三鷹,サハ98021,1959.11.09,武蔵小金井,1980.07.16,,
国,○,サハ101-12,1959.06.01,（改番）,三鷹,サハ98023,1959.11.09,武蔵小金井,1980.09.24,,
国,○,サハ101-13,1959.06.01,（改番）,三鷹,サハ98025,1960.11.08,中野,1979.05.18,,
,,,,,,,1966.04.28,武蔵小金井,,,
,,,,,,,1966.12.12,豊田,,,
国,○,サハ101-14,1959.06.01,（改番）,三鷹,サハ98027,1960.11.10,中野,1983.05.14,,
,,,,,,,1966.04.28,武蔵小金井,,,
国,○,サハ101-15,1959.06.01,（改番）,三鷹,サハ98029,1960.11.11,中野,1973.01.12,サハ101-1002,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1969.04.08,豊田,,,
国,○,サハ101-16,1959.06.01,（改番）,三鷹,サハ98031,1969.04.08,豊田,1981.12.24,,
国,○,サハ101-17,1959.06.01,（改番）,三鷹,サハ98033,1960.10.24,中野,1982.11.18,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1969.04.08,中野,,,
国,○,サハ101-18,1959.06.01,（改番）,三鷹,サハ98035,1960.11.16,中野,1981.11.24,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1966.12.12,豊田,,,
,,,,,,,1973.01.31,三鷹,,,
,,,,,,,1978.01.24,中原,,,
国,○,サハ101-19,1959.06.01,（改番）,三鷹,サハ98037,1960.10.24,中野,1981.08.29,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1978.06.10,中原,,,
,,,,,,,1980.12.10,武蔵小金井,,,
国,○,サハ101-20,1959.06.01,（改番）,三鷹,サハ98039,1960.11.16,中野,1983.08.10,,
,,,,,,,1966.04.28,武蔵小金井,,,
国,○,サハ101-21,1959.06.01,（改番）,三鷹,サハ98041,1960.11.18,中野,1982.06.21,,
,,,,,,,1966.04.28,武蔵小金井,,,
国,○,サハ101-22,1959.06.01,（改番）,三鷹,サハ98043,1966.12.12,豊田,1983.02.21,,
,,,,,,,1980.07.09,武蔵小金井,,,
国,○,サハ101-23,1959.06.01,（改番）,三鷹,サハ98045,1966.12.12,豊田,1972.11.02,サハ101-1003,
国,○,サハ101-24,1959.06.01,（改番）,三鷹,サハ98047,1966.12.12,武蔵小金井,1982.11.29,,
国,○,サハ101-25,1959.06.01,（改番）,三鷹,サハ98049,1970.11.20,浦和,1979.03.09,,
,,,,,,,1977.04.09,豊田,,,
,,,,,,,1977.08.19,中野,,,
国,○,サハ101-26,1959.06.01,（改番）,三鷹,サハ98051,1978.09.01,豊田,1983.03.01,,
,,,,,,,1980.05.08,武蔵小金井,,,
国,○,サハ101-27,1959.09.25,日本車両,三鷹,,1960.11.17,中野,1982.12.25,,
,,,,,,,1966.04.28,三鷹,,,
,,,,,,,1978.06.24,中原,,,
国,○,サハ101-28,1959.10.20,日本車両,三鷹,,1969.04.08,豊田,1977.03.22,サハ101-1007,
国,○,サハ101-29,1959.09.29,汽車会社,三鷹,,1966.12.12,豊田,1982.07.22,,
,,,,,,,1972.08.06,三鷹,,,
,,,,,,,1972.10.02,武蔵小金井,,,
国,○,サハ101-30,1959.10.27,汽車会社,三鷹,,,,1972.12.22,サハ101-1004,
国,○,サハ101-31,1960.02.12,汽車会社,三鷹,,1966.12.12,豊田,1982.05.25,,
,,,,,,,1972.06.16,武蔵小金井,,,
国,○,サハ101-32,1959.09.15,近畿車両,三鷹,,1966.12.12,豊田,1973.03.03,サハ101-1005,
国,○,サハ101-33,1959.10.06,近畿車両,三鷹,,1966.12.12,豊田,1973.01.26,サハ101-1006,
国,○,サハ101-34,1959.10.05,川崎車両,三鷹,,1978.06.24,中原,1981.09.25,,
国,○,サハ101-35,1959.10.27,川崎車両,三鷹,,1959.11.09,武蔵小金井,1982.02.05,,
国,○,サハ101-36,1960.02.25,川崎車両,三鷹,,1973.05.23,武蔵小金井,1983.06.15,,
国,○,サハ101-37,1960.02.25,川崎車両,三鷹,,,,1977.01.27,サハ101-1008,
国,○,サハ101-38,1960.02.25,川崎車両,三鷹,,1969.04.08,豊田,1982.01.23,,
国,○,サハ101-39,1960.05.27,汽車会社,武蔵小金井,,,,1984.03.01,,
国,○,サハ101-40,1960.06.22,汽車会社,武蔵小金井,,,,1984.09.29,,
国,○,サハ101-41,1960.09.30,日本車両,淀川,,1961.04.01,森ノ宮,1982.12.14,,
,,,,,,,1973.09.12,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-42,1960.09.30,日本車両,淀川,,1961.04.01,森ノ宮,1982.10.19,,
,,,,,,,1973.07.19,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-43,1960.09.30,日本車両,淀川,,1961.04.01,森ノ宮,1983.08.23,,
,,,,,,,1973.08.01,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-44,1960.10.04,汽車会社,三鷹,,1966.12.12,豊田,1983.03.18,,
,,,,,,,1977.01.07,中野,,,
国,○,サハ101-45,1960.10.04,汽車会社,三鷹,,1966.12.12,豊田,1982.10.19,,
,,,,,,,1973.09.18,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-46,1960.10.04,汽車会社,三鷹,,1978.04.19,中原,1980.08.14,,
国,○,サハ101-47,1960.10.18,汽車会社,三鷹,,1978.05.17,中原,1983.02.28,,
国,○,サハ101-48,1960.10.18,汽車会社,三鷹,,1969.04.08,豊田,1983.03.09,,
,,,,,,,1972.09.21,中原,,,
国,○,サハ101-49,1960.10.18,汽車会社,三鷹,,1966.12.12,豊田,1982.01.26,,
国,○,サハ101-50,1960.10.18,汽車会社,三鷹,,1966.12.12,豊田,1982.01.23,,
国,○,サハ101-51,1960.10.18,汽車会社,三鷹,,1966.12.12,豊田,1980.07.01,,
,,,,,,,1979.09.13,淀川,,,
国,○,サハ101-52,1960.10.18,汽車会社,三鷹,,1970.11.27,浦和,1981.09.25,,
,,,,,,,1975.12.24,中原,,,
国,○,サハ101-53,1961.02.25,川崎車両,淀川,,1961.04.01,森ノ宮,1983.04.27,,
,,,,,,,1973.09.20,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-54,1961.03.15,川崎車両,淀川,,1961.04.01,淀川,1983.02.21,,
,,,,,,,1973.09.20,鳳,,,
,,,,,,,1978.10.01,日根野,,,
国,○,サハ101-55,1961.03.06,汽車会社,淀川,,1961.04.01,森ノ宮,1980.05.30,,
,,,,,,,1979.08.21,淀川,,,
国,○,サハ101-56,1961.03.06,汽車会社,淀川,,1961.04.01,森ノ宮,1984.06.01,,
,,,,,,,1977.01.18,淀川,,,
